token,count
kokota,5
leoto,5
segola,5
steše,5
tendera,5
maketše,5
matonya,5
emelele,5
mošetši,5
ngala,5
kgopelwago,5
beiwago,5
tlaletša,5
maithutelo,5
amogilwego,5
mahlokong,5
operation,5
lenyalong,5
kwešišane,5
lebeletšego,5
swaswa,5
tokumente,5
lemorwedi,5
gobeleleng,5
goragora,5
fetetša,5
kgodišwa,5
metsana,5
baswari,5
ohle,5
borameriri,5
one,5
disability,5
leepile,5
bokagodimo,5
mohlolo,4
mosima,4
pese,4
itiriša,4
gateletše,4
mooi,4
loop,4
kalewa,4
tetelo,4
kgadile,4
sola,4
dar,4
es,4
salaam,4
šilwa,4
tesetamente,4
phokotšo,4
dikgaolo,4
khutša,4
naganele,4
tlwaelo,4
seolo,4
loyana,4
mataese,4
tefo,4
hlokomelo,4
phatlaletše,4
setsha,4
ingwadiša,4
diragale,4
setseketseke,4
kgethile,4
ngwadišwago,4
malepola,4
hlahlago,4
meletse,4
phethagaditšwe,4
fetišetšago,4
dirišetše,4
dinepong,4
kgopetše,4
moko,4
itebalebela,4
fofiša,4
lefišago,4
šupilego,4
katoga,4
tswadiša,4
alfa,4
omega,4
lebalege,4
theletša,4
mpša,4
khomišeneng,4
akhaonto,4
aroganywa,4
fofile,4
moropa,4
seifi,4
kgonyeletša,4
tsefele,4
dinepe,4
maeto,4
merwalo,4
lobe,4
diforomong,4
tlemelelago,4
ngwetšwe,4
bodile,4
kgeregela,4
tshepano,4
šogo,4
thabelago,4
phonkgela,4
pafong,4
begelago,4
lekgotlataolo,4
kokoto,4
tlhamo,4
makga,4
bušetšwe,4
tsebale,4
thuntšha,4
lerole,4
leihlo,4
mogolwane,4
ganyenyane,4
matsenokakaretšo,4
kgotsofala,4
ditlamo,4
hlalošo,4
nyatšwa,4
eteletše,4
balekane,4
ipiletša,4
befeditšwe,4
fetolwe,4
tsebišo,4
dutlago,4
dulang,4
raese,4
sootho,4
fiwe,4
telela,4
phatša,4
lefoka,4
letlalong,4
thupišo,4
mašeleng,4
bela,4
makgonthe,4
kolobe,4
nyakego,4
hlotla,4
diema,4
kadiaka,4
swanelago,4
pro,4
tlhaloso,4
tlodile,4
maraga,4
moana,4
butšwago,4
letlapakgerere,4
khoše,4
maphoroma,4
mešupologo,4
kholo,4
tutuetša,4
nganga,4
mabenkeleng,4
tobeditše,4
konope,4
tshwenywa,4
lesitše,4
ithaopang,4
moreki,4
mosegale,4
dimanyuale,4
dupa,4
petroliamo,4
kgonegiša,4
kgaotša,4
kgontšwe,4
kutollo,4
hlametšwe,4
lebeletšana,4
mokgoši,4
putswago,4
sephuthelwana,4
lehlwele,4
geosakgotsofatšwekekarabo,4
okangwalelakhomišeneyadimmagaseterata,4
kadietšwa,4
dipokate,4
dikhipa,4
boditsi,4
semetsing,4
boikemelo,4
hlamela,4
railo,4
mongweyo,4
abego,4
sepelaka,4
sefatanagao,4
dipheitente,4
meakanyetšo,4
dirišitše,4
mothofatšo,4
tshwantšhanyo,4
boitšhupo,4
rapelwa,4
inaganele,4
botšona,4
tab,4
kgokaganyo,4
bafani,4
tšwelapele,4
maswao,4
memilego,4
tsomeng,4
film,4
hlokofaditšwego,4
bomateo,4
dipointe,4
senyane,4
masometharo,4
bj,4
rotoša,4
ilektroniki,4
bathwadi,4
mpolediša,4
apola,4
hwibila,4
ruthela,4
thulanontle,4
mogologadi,4
fokotšwe,4
bautswetšagodikoloi,4
lefapha,4
dumiša,4
kopanywa,4
mmarakeng,4
hlomiwa,4
dipolatefomo,4
bahlahli,4
kwešišeleleme,4
segišago,4
kgapha,4
šebešebe,4
banwi,4
hlatswana,4
katelwa,4
tlogelo,4
mmotšiše,4
sengwenyana,4
seemo,4
khutilego,4
nteboge,4
monyewete,4
bengmoeno,4
babinakolobe,4
disinema,4
otlelwa,4
bonna,4
felelwa,4
peterolo,4
beiwa,4
moahloledi,4
dingaka,4
lotago,4
sekopišwa,4
eleketeroniki,4
sediri,4
lediri,4
sedirwa,4
upša,4
falale,4
gorulla,4
boteng,4
bjago,4
hloke,4
panana,4
redimoga,4
malalatle,4
leago,4
kompo,4
legae,4
ngwadišitšwe,4
ditshwaetšo,4
nyamiše,4
paledišago,4
setshaba,4
mokaaka,4
nthabetše,4
fact,4
hlabana,4
dikobong,4
mešo,4
tšhikanoši,4
balekani,4
legotlo,4
tagafatša,4
badišiše,4
reketšwego,4
tswaletšwe,4
tsomana,4
bobasi,4
dimeila,4
thušanang,4
magolwane,4
seratswaneng,4
ruthana,4
wate,4
laetšeseswantšho,4
kgaogantšhago,4
nyakišišwe,4
baneng,4
mosotho,4
otlwa,4
difonte,4
ašii,4
beše,4
masomenne,4
itshola,4
loile,4
hlagela,4
lome,4
ntlhalefetša,4
hlalope,4
botlao,4
bipilwego,4
tšhakaneng,4
batšwelapele,4
terapi,4
ipofa,4
mapantana,4
lebotla,4
kgare,4
lau,4
pene,4
kgopolokgolo,4
ngwna,4
ganetšwego,4
thakgale,4
mahlwaadibona,4
dikgaoletšo,4
mosepelakadinao,4
dinamune,4
gafiša,4
makgethwa,4
tagilego,4
disikara,4
metsoko,4
itire,4
dinaga,4
p,4
sinah,4
ahlolwa,4
lerumo,4
hlomphegago,4
thomilwe,4
thalwa,4
tšhielano,4
boditšhabatšhaba,4
tswišana,4
moroto,4
morothwana,4
hlakoleng,4
sepelwa,4
phapošo,4
dinoka,4
putla,4
bušetšwa,4
moselana,4
ngwalelago,4
emia,4
maseterata,4
naa,4
tlou,4
mafasetere,4
temong,4
dikgonyeng,4
lebantšha,4
tuka,4
dinaka,4
gafa,4
kgeseletša,4
lekalekanela,4
šele,4
manakaila,4
mothopasefoka,4
kgaka,4
fihlelelwego,4
fokotšwa,4
masošalewekha,4
mošašana,4
nthogaka,4
ebago,4
kopiša,4
bonagalago,4
ausi,4
sehlopa,4
botlaela,4
maroko,4
fahloša,4
mašaleding,4
gems,4
tlhamego,4
natha,4
thakgafala,4
megodu,4
hlokomologa,4
phepo,4
phethile,4
lwala,4
leswika,4
lamphaphathi,4
fohla,4
popelong,4
nepagalago,4
seeemo,4
lebeletpego,4
ngwathelane,4
rarana,4
khupeditšwego,4
bitšana,4
peu,4
dinamelwa,4
tsinkelo,4
femeng,4
llofo,4
sewelo,4
ikgapa,4
ikgoroša,4
kgontšhitšego,4
kgantšhetša,4
šila,4
bjoo,4
banneng,4
temaneng,4
hlalositšwego,4
maikelo,4
mantšhi,4
tlwaelegile,4
kgatišobaka,4
mošomedi,4
latelanago,4
iteka,4
moloko,4
dikadika,4
kgahlwe,4
širetše,4
botšišwa,4
boitekanelo,4
naganago,4
kgonne,4
boitlamo,4
ditemana,4
lenao,4
colleges,4
magolego,4
peakanyeto,4
phatlalata,4
swina,4
ngwanana,4
kgonamišeditšwe,4
kgotsofalelo,4
kgonagalego,4
kasete,4
porofense,4
pasa,4
tatagobona,4
bokamoropa,4
amege,4
foramo,4
tonya,4
aparela,4
hlweng,4
tlatšago,4
fetana,4
gwerana,4
swametša,4
lemenong,4
tuku,4
methalohlahli,4
moragogagore,4
thedimoge,4
kgopelwa,4
lefelela,4
alafega,4
thulane,4
sokollwa,4
hlahliwa,4
bafatišiši,4
modulasetulo,4
romelago,4
batšhabi,4
lekanele,4
hlolego,4
morwediagwe,4
kurile,4
molongwana,4
mokhansele,4
fanwago,4
golagola,4
mafufulelo,4
tekatekano,4
fetošwe,4
mohlaia,4
hwetšaselo,4
phethagatšeng,4
akareditše,4
swarwe,4
theeletšago,4
phatloga,4
gate,4
mariki,4
mmagolena,4
swantšhe,4
lelengwe,4
fapiwa,4
bereke,4
tsenye,4
bomantsho,4
dibooi,4
dimeiti,4
kalatša,4
tshe,4
pedišo,4
tswalanego,4
komititaolo,4
karolwanafeloolefe,4
phešele,4
boikhutšo,4
naba,4
bopago,4
tiišetšo,4
baruta,4
godišwa,4
bahlologadi,4
bahlolo,4
badudiga,4
kgotsofalela,4
kgethologanyo,4
thelelo,4
bahlokofatši,4
latofatšwa,4
beakantwe,4
malokwane,4
palediša,4
godišitšego,4
kgethwago,4
boolwa,4
boreletšana,4
kalenaneo,4
dihlong,4
kgonnego,4
emišitšwe,4
letetšwe,4
motsenyasetseka,4
wwammala,4
rams,4
bodule,4
kgahliša,4
ikane,4
bare,4
moletla,4
baso,4
setena,4
moagong,4
šomelago,4
setlogolwana,4
akareditšwego,4
lethopo,4
sese,4
bathobaso,4
ditebelelo,4
moeding,4
lenaneong,4
rwalwa,4
mothaladi,4
feleng,4
wayara,4
botseno,4
nyakong,4
mogogolwa,4
mašaledi,4
dipankeng,4
pitša,4
fokodišago,4
nyenyefatšo,4
khudugo,4
ditšhilafatšo,4
hlakanego,4
moono,4
abolela,4
bonaa,4
befile,4
selegae,4
ahlolwe,4
fentšwe,4
open,4
source,4
ngwalolla,4
mongmošomo,4
diogo,4
tsošetša,4
takametša,4
thabiša,4
segiša,4
mengwageng,4
leuba,4
ekga,4
sefatanageng,4
setlapele,4
mahlapa,4
kgathatema,4
boifišwa,4
sehlefetše,4
kgowa,4
magalefela,4
tsenetše,4
polelotherišano,4
gageno,4
kgogego,4
ikgafela,4
latelela,4
dihlalošo,4
mpšhafatšwa,4
hwele,4
patolotši,4
nyanya,4
godišago,4
nkgafela,4
kalentara,4
mašakaneng,4
meenong,4
tswalo,4
dikadimišo,4
dikoloto,4
tlhokatekano,4
tsentšwe,4
molekgotla,4
phethiši,4
language,4
imele,4
kgahlilego,4
mmakgowa,4
presidente,4
latofaditšwe,4
bosista,4
diša,4
beša,4
phethagala,4
diboutšhara,4
dikgolwa,4
kakanyokgopolo,4
motsana,4
bakantirang,4
tšweleditšwe,4
tlišitše,4
ngadišitšwe,4
lekokoro,4
pmb,4
ingala,4
mohlokaboyo,4
swanele,4
fihlelelago,4
goroša,4
kwalakwaditšwego,4
timilwe,4
tšhwego,4
boloko,4
baanegwa,4
phasela,4
tšhireletšo,4
pelindaba,4
potlana,4
badilwego,4
tlontlolla,4
batšofadi,4
laele,4
lebati,4
kgalwe,4
mmepe,4
aripo,4
oapi,4
dimenerale,4
lesego,4
bobola,4
šitišago,4
bontšhitše,4
hlamola,4
tsikinya,4
badišiši,4
kopantšhwago,4
sephethephethe,4
hlolega,4
agantlo,4
boeletšwago,4
madira,4
diragatše,4
modirišong,4
bapalega,4
tlalelong,4
fatišiša,4
mosaeno,4
mannete,4
telele,4
mokhura,4
thulana,4
masese,4
tutuetšo,4
bowelakalana,4
terama,4
senye,4
mmadibekwane,4
lekaonekaone,4
šomišwago,4
conference,4
maganogano,4
emego,4
kganyogana,4
dienywa,4
legong,4
dietšana,4
kedišo,4
naso,4
ingwaya,4
dinaledi,4
sesadi,4
motlatšaspikara,4
poelano,4
dipetale,4
diputseletšo,4
ditokologo,4
katakate,4
marothong,4
timamello,4
serutegi,4
legano,4
magang,4
tsoko,4
phethoga,4
dihlongwa,4
gagabela,4
legoro,4
dikeledi,4
mošola,4
bonwego,4
fetišitšwego,4
tswetšwe,4
thibela,4
phatlaphatla,4
mašaša,4
meetlwa,4
marato,4
mogongwe,4
bopša,4
dialoga,4
hleng,4
labobedi,4
lehlakoreng,4
rothela,4
swantšhetše,4
ntšwele,4
morabana,4
bodimo,4
mmolaya,4
baagi,4
academy,4
mephaene,4
supreme,4
aprele,4
lešokeng,4
melapong,4
papadi,4
ngwane,4
utologa,4
ntshware,4
main,4
stars,4
sedikwa,4
fegilwe,4
protocol,4
suite,4
š,4
nt,4
nkgopelele,4
hostele,4
phetošo,4
golela,4
swanetse,4
lang,4
kgwedi,4
dikotsi,4
lehloyo,4
diphatlalatši,4
etelwa,4
metša,4
disetamene,4
fetišitšwe,4
maruthorutho,4
otlilego,4
gross,4
product,4
tennwe,4
samahlwana,4
gafela,4
moeng,4
congo,4
motšwantle,4
lefokogolo,4
ntlhakgolo,4
makgethe,4
mmea,4
mathethwane,4
sesane,4
atišago,4
kgonthiša,4
matlafatša,4
tabakgolo,4
ditharollo,4
mphetišetša,4
sammaruri,4
maswaong,4
kwešiše,4
ntumelele,4
war,4
dinkatana,4
bilharzia,4
matona,4
kholomong,4
ikarabelago,4
tšeong,4
mararankodi,4
kopanego,4
setšha,4
kgontša,4
ilwe,4
fološe,4
mpabiša,4
saense,4
kalana,4
bagatša,4
setšhene,4
seroboka,4
coast,4
bodumedi,4
bahlomphegi,4
šimama,4
šako,4
fenywa,4
magapi,4
khoune,4
singers,4
dimpa,4
marega,4
itulela,4
kgwabong,4
molekgotlaphethiši,4
sedimošitšwego,4
akathabela,4
begwe,4
magage,4
kgobokgobo,4
mmakat,4
bantšinyana,4
itokišeditšego,4
balaodibagolwane,4
ngame,4
gapeletšwe,4
thopadimolaleng,4
kgonagale,4
kamanong,4
folete,4
fokotšago,4
dibaka,4
tanya,4
šiilwe,4
bommatšo,4
befegela,4
nnonoge,4
itata,4
toulo,4
phuthile,4
lele,4
tikologwana,4
hlapiša,4
dihlapi,4
thušano,4
dipompi,4
letamong,4
didupanamarago,4
tšwane,4
swareletšego,4
bopile,4
saenilego,4
bapela,4
lehlaa,4
meelemmele,4
tšebo,4
bobodu,4
šireletše,4
botha,4
digempe,4
molaotlhakwa,4
modudi,4
fetotše,4
melaotheo,4
hlakahlakanego,4
gopole,4
lemela,4
polelonoši,4
dithama,4
selokwaneng,4
agelane,4
polane,4
lebato,4
phapuši,4
molemo,4
kgaolwa,4
rabadia,4
barwa,4
kwešitšwe,4
kwego,4
dumelelane,4
kgotlelelo,4
kwešišege,4
swanetšwe,4
kgaoleditše,4
poledišanong,4
tsenelelano,4
fepe,4
lekodipa,4
mabaleng,4
pontšho,4
bodilego,4
tšofetše,4
mesela,4
letena,4
lešoboro,4
rarollege,4
thubela,4
mohlareng,4
hlokagalego,4
kgatako,4
tsebišitše,4
itlhaloša,4
house,4
sehlopha,4
lebišwe,4
inagana,4
rogwe,4
rarolle,4
lwela,4
boithobollo,4
ikotlolla,4
land,4
akanyago,4
iketlile,4
orela,4
thibele,4
rekilwego,4
sobela,4
bolaodiphethiši,4
retilwe,4
boile,4
itshepetša,4
fedile,4
matlebjane,4
maatlakgogedi,4
lefilwego,4
letlotlo,4
bafetoledi,4
bahlatholli,4
lesomesenyane,4
tlamege,4
bagaletsoalo,4
bagamamabolo,4
ditelega,4
maitekelo,4
hwetšegala,4
boipušo,4
marumo,4
abelwa,4
topelelago,4
ntatola,4
mmunaka,4
netefaditšwego,4
mmopa,4
hlabelago,4
nyalanego,4
ditlaboima,4
thopilwe,4
sekapolelo,4
amogelega,4
lelemetlaleletšo,4
belegiša,4
basepetša,4
kgetsi,4
gatile,4
pelotelele,4
felagabjale,4
ititiago,4
sefega,4
moswananoši,4
phošagala,4
dikganyogo,4
ditumo,4
setagwa,4
kgonagalong,4
ntikodiko,4
gogelago,4
bokgolwa,4
nyakwa,4
difapano,4
holofetšago,4
dikologela,4
tlhalopo,4
gobolaya,4
swanelwago,4
golo,4
melekwana,4
kakanyo,4
letetšwego,4
sci,4
fi,4
channel,4
imišwa,4
phetšego,4
kotamišwagomme,4
asian,4
hm,4
ntlo,4
laesense,4
peteri,4
arogantšwe,4
tshwana,4
kanege,4
lefetilego,4
bofilwe,4
lo,4
films,4
laletša,4
pšhatlaganya,4
mohlagare,4
tshelago,4
molaotshepedišo,4
dumelele,4
solago,4
hlatswadiatla,4
khunamela,4
nkweša,4
hlokeng,4
malawi,4
bogošing,4
bašemane,4
itiele,4
salute,4
diragatšwago,4
kgapeletšego,4
lebelelane,4
lenyatšo,4
thatafaditše,4
šoga,4
dirišane,4
tshwaragano,4
thekišo,4
lehumong,4
mašemo,4
hlwelego,4
amušwago,4
palamenteng,4
kabelano,4
temokerasi,4
abiwe,4
lemogwago,4
dikgobalo,4
tselatshepetšo,4
kgorulana,4
setagi,4
oli,4
ragalokakaretšo,4
ditiragalokakaretšo,4
maemotshepetšo,4
sepolotiki,4
mamaneo,4
tšhele,4
tamati,4
makhutšo,4
makae,4
theogetše,4
dintlo,4
meletlo,4
boiphedišo,4
modirišani,4
dipetse,4
belaetša,4
lehodu,4
kgašo,4
tagwa,4
coptic,4
tlwaelega,4
ipelaetša,4
foramong,4
hlabolla,4
mabokgoni,4
itaile,4
dikologile,4
gatakego,4
mabati,4
mašemong,4
ithoma,4
kgwebo,4
gauteng,4
early,4
moganetši,4
therong,4
lekga,4
šomele,4
marena,4
ahlolela,4
lekanago,4
sedimošitšwe,4
mmolaile,4
bopega,4
kgontšhitšwe,4
bopiwa,4
rekišetšwago,4
mašaba,4
biloganago,4
enkele,4
gale,4
senyega,4
fetogile,4
lwale,4
lešeka,4
ngwaneng,4
thomelontle,4
asthma,4
loketše,4
mpshafatšwago,4
feleletša,4
galaseng,4
gagabo,4
diphasepote,4
batlokwa,4
setše,4
marokgwana,4
mafafatsana,4
mafehlo,4
maho,4
pato,4
hlolase,4
ditlhaka,4
diatleng,4
dikadimo,4
fadijo,4
tulamešidi,4
rothothago,4
tšeelana,4
mello,4
mmolaiša,4
hlokofatšwa,4
hlame,4
labakeng,4
lekanya,4
dikabo,4
masometharopedi,4
mmegedi,4
bomoletakgoro,4
inyakela,4
botšhabelo,4
magošing,4
bjalemang,4
naganne,4
šomišabjalo,4
kalefelo,4
megwanto,4
hlobela,4
mofetakatsela,4
otsela,4
ngwalollwago,4
mongwalelwa,4
malwa,4
jan,4
šomao,4
ikgokaganya,4
lephodisa,4
itshepa,4
hlohleletšwa,4
tlhama,4
dikhansele,4
sekontiri,4
mahlahla,4
leamogetše,4
ditabake,4
dikwele,4
kea,4
boikgethelo,4
tšwafa,4
kura,4
melomo,4
agetšwe,4
itheeletša,4
kenyaka,4
senyetša,4
dinthla,4
letekafao,4
metšwa,4
raka,4
lebenkeleng,4
ramolao,4
goroge,4
yaka,4
mantšhaotlogele,4
maatlataolo,4
hlapeditšwego,4
diphemiti,4
kope,4
malemane,4
baswariwa,4
bofelele,4
sehlareng,4
gotetša,4
hila,4
poraše,4
khapone,4
maratwana,4
bofora,4
bakristeng,4
naye,4
sekegelwa,4
phenyo,4
kotse,4
dikarolwana,4
tuadi,4
fetofetogale,4
tshwarelelo,4
dipitša,4
lephephe,4
baroka,4
laodiša,4
thibelo,4
motšwa,4
mafapeng,4
pamphlets,4
etetšego,4
lucky,4
shopo,4
response,4
sekuta,4
awareness,4
campaign,4
feleletše,4
taela,4
democracy,4
thakgatšwe,4
mmapelo,4
rweša,4
difolete,4
lehulo,4
saennego,4
dikgonagalo,4
hiriwago,4
gaoba,4
banenyana,4
dinakong,4
pedifatšo,4
ditela,4
matalatala,4
ntaetša,4
tumelelanong,4
nyakišišwago,4
phuphutha,4
bethile,4
thibelwago,4
emeletšane,4
ntšhitšwe,4
kepi,4
tlhatšwa,4
apeya,4
mantsatsarapana,4
modupi,4
ithobalela,4
mmitše,4
lemošitšwego,4
dikanegelo,4
direto,4
lemogilego,4
lotwago,4
tšwetšwa,4
leselagapane,4
matšaši,4
dillo,4
tshekelontle,4
utollago,4
thetsetša,4
mebotse,4
thathankgana,4
moindia,4
nnameditšego,4
radia,4
entše,4
fetolele,4
agelana,4
nayo,4
kgopetšwe,4
gatiša,4
ponyo,4
ref,4
hlakanela,4
bitšego,4
kaalo,4
badiriši,4
tseni,4
tumilego,4
mašakana,4
khutlonne,4
hlokagala,4
dipula,4
hlokišwa,4
dikgoba,4
hlolago,4
tšhomišompe,4
thaontšhipi,4
nyantšha,4
postal,4
fega,4
tšame,4
fahlolla,4
union,4
bogwera,4
pap,4
saetholotši,4
apara,4
tšhomelo,4
tima,4
account,4
copy,4
phapoše,4
mootledi,4
bjabo,4
lebogago,4
moswaramatlotlo,4
roba,4
ditshepišo,4
ntheelet,4
ikadile,4
com,4
sešeba,4
diphororo,4
laiša,4
ma,4
dikenywa,4
noši,3
ganetšwa,3
selekwa,3
tsenatsena,3
gabaletše,3
basi,3
bannanna,3
maswiswana,3
diforomane,3
thekeng,3
tshepago,3
gotše,3
tšheletenyana,3
tenegile,3
mmolelo,3
thapo,3
bušwa,3
phula,3
mooka,3
kabelo,3
galesoso,3
lesoso,3
llifing,3
agagwe,3
nyadiša,3
maledung,3
fine,3
dutse,3
tšewe,3
morwalole,3
moroga,3
tebilego,3
thuntšhitše,3
ikgafa,3
makitla,3
sebopiwa,3
dumelwetšwego,3
mmolayeng,3
gapa,3
dipudi,3
hlahlwa,3
pontšhong,3
molli,3
dinokwane,3
moswarasetulo,3
šomanago,3
boitshepo,3
itokišetša,3
bengmešomo,3
ikoka,3
ikgopola,3
aparelago,3
nametšana,3
lwele,3
seleka,3
setu,3
rulagantšwego,3
kganetšo,3
kekišo,3
diiri,3
metlapelo,3
swanetšwego,3
mokitlana,3
mahlakorepedi,3
dinagabadirišani,3
tefišo,3
ntlholela,3
manga,3
epega,3
akaretšwe,3
seretong,3
badirelwa,3
reilwe,3
ebela,3
malekeleke,3
mogalantšu,3
diphetho,3
kgabaganyang,3
melelwane,3
diripana,3
seeleketeroniki,3
therei,3
kanegelokopana,3
kwelano,3
mohlokofatšwa,3
monatsebe,3
sepelelanagole,3
iletšwa,3
gatelele,3
dimmapa,3
mmušoselegae,3
nkgahlago,3
tlotlontšu,3
roga,3
monolofatši,3
boto,3
thogako,3
tswale,3
ate,3
hlorišago,3
panele,3
lapišitšwe,3
nepiša,3
gatelelwe,3
dumeletšwe,3
diphošwana,3
role,3
thobalano,3
fetwego,3
mokgopeng,3
ipoeletša,3
gantšintši,3
tlwaetšwego,3
binabina,3
ponya,3
ruteng,3
khuduela,3
kwišiša,3
leopeng,3
boikano,3
tirišo,3
kwalakwatšwa,3
thwala,3
fahlele,3
balela,3
tšholla,3
thabeng,3
motšhabi,3
mpoditše,3
nkgobošitše,3
thlabollo,3
dinagaselegae,3
lokologile,3
diragala,3
swabiša,3
metsotswana,3
hlokangmo,3
lapana,3
bathabile,3
atšweletše,3
falala,3
setlamorago,3
moeletši,3
mothomoso,3
llifi,3
hlompšha,3
latelelwe,3
moleteng,3
tletšego,3
yeno,3
letsheng,3
mogadisho,3
takone,3
šomeng,3
continent,3
minimamo,3
putseletšo,3
leboela,3
hlalefa,3
hlamatsega,3
mabe,3
tikologong,3
sekwala,3
direstoranteng,3
dihoteleng,3
sengangele,3
nyamišwa,3
gorebao,3
mokadiatholaba,3
boutela,3
public,3
nyenyefatša,3
segagešo,3
sepedišane,3
hlagišwago,3
kgotlatheramolao,3
methaladi,3
šiiša,3
setofong,3
solanka,3
ntlaba,3
krante,3
secretary,3
senwi,3
kreiting,3
welego,3
letlwe,3
komiking,3
kgauswinyana,3
hlalana,3
boradiatletiki,3
šweufaditšwe,3
elektroniki,3
novel,3
folotša,3
eie,3
dimmagaseterata,3
lemala,3
abagana,3
makopo,3
hlakanana,3
galetsoalo,3
poto,3
bahlokomedi,3
bosadi,3
ditlhokwa,3
hlokego,3
temokrasing,3
komitiphethiši,3
beelwa,3
bonyane,3
opele,3
moketeng,3
stock,3
kantorong,3
eia,3
tšeatšea,3
hlalosago,3
hlaka,3
kgethollo,3
hlalošišwa,3
mafelong,3
hlonama,3
bjalempotše,3
nošetša,3
oktoboro,3
selaganyago,3
serapaneng,3
mathudi,3
tšwelago,3
tlema,3
dithai,3
kgome,3
letsogwana,3
dumelletšwe,3
tshepege,3
musibudi,3
bomakgetle,3
ong,3
adilwe,3
kwešišwego,3
baahlodi,3
tšhabetšego,3
banyadiwa,3
lekgokgo,3
mokakege,3
sefofu,3
balefa,3
sepelego,3
ngwale,3
hlasetšwe,3
lesakana,3
dukologa,3
ditšweletšwa,3
mosepediši,3
mašengwana,3
bogolwane,3
hlatswiwa,3
thekgano,3
lea,3
hlakilego,3
tholomodiro,3
ditatamente,3
bohlapelo,3
amogelwe,3
tsenyago,3
phethagatšwe,3
kontinente,3
hlatloša,3
seipone,3
thatafatšwa,3
direkarekane,3
balabadišwa,3
melaong,3
tebano,3
dirangka,3
makhado,3
phalwa,3
rega,3
gakala,3
phaphelo,3
makgetho,3
momaganyeng,3
ditšhošwane,3
nameladi,3
hlatha,3
tšhabišitšego,3
holofele,3
potšološo,3
bjalweng,3
menyanyeng,3
dikomeng,3
megobong,3
mephasong,3
mokgatlong,3
romane,3
ikhomolela,3
kempho,3
makgoni,3
monare,3
dirapaneng,3
rua,3
fepiwa,3
khirotlasana,3
tšeego,3
rogaka,3
fetolamotho,3
mogaleng,3
gampe,3
bodila,3
diswiri,3
phaenapole,3
swanet,3
omi,3
šišintšwe,3
bolokile,3
dikologa,3
manyora,3
lahlantšwe,3
tšabophelo,3
oketšegago,3
bomme,3
befedišwa,3
phapanong,3
thoka,3
mmase,3
yokate,3
lepheko,3
tšhomišong,3
metšhene,3
mobana,3
dimfo,3
bulelana,3
fetofetoga,3
ebe,3
esa,3
banyenyanebasa,3
badirišani,3
laolego,3
hlalošitšwego,3
shark,3
setifikarata,3
mpeile,3
selaelo,3
tlaišegago,3
lokišetšago,3
bileditšwego,3
kadimo,3
abelanwago,3
emelwa,3
boramolao,3
kweša,3
kwešwa,3
boditšegoyona,3
oksitšene,3
ikarabela,3
semeetseng,3
hlakahlakane,3
mmadineo,3
phefa,3
gorebatho,3
tshenyegelo,3
sethala,3
swarego,3
bašomammogo,3
maanong,3
tshenko,3
agošiiša,3
maabaneaa,3
maabanebane,3
fetetšwa,3
lefelong,3
lebantšhe,3
rileng,3
thomo,3
swanego,3
tsentšego,3
tšhomong,3
hwetšagalago,3
neele,3
sepetšwa,3
laolwago,3
dikhanakhana,3
lebotlelo,3
safe,3
patelelahempe,3
lokologe,3
fora,3
mahala,3
kgomaganya,3
kgati,3
bapalwa,3
mabophethi,3
tlaralatšago,3
kgošigadi,3
šwahlela,3
poleloseboledi,3
polelopego,3
leuto,3
mahlankgana,3
melaotshepetšo,3
rone,3
megamolo,3
llego,3
hwela,3
rakariki,3
tlhaelelo,3
morulaganyi,3
ikgalale,3
ketlela,3
kafase,3
sekasekilwe,3
rataneng,3
kofing,3
tšhese,3
mašotša,3
ketekwe,3
laotšwe,3
kwatša,3
robalele,3
melodi,3
boso,3
seafrikanse,3
swarwago,3
fodilego,3
kakaretšwana,3
ditheeletšo,3
iphošetša,3
tenteng,3
akaretšago,3
bjana,3
rekilw,3
farelwe,3
maite,3
ikwe,3
lenaneopeakanyo,3
alela,3
gotetšwa,3
phošwana,3
kgotlelele,3
leasana,3
tlaišwago,3
bethwa,3
jane,3
itshekamela,3
hlomphile,3
meneer,3
thekesela,3
bolokago,3
adimelwa,3
rekhota,3
ikhomotšago,3
kgaga,3
hlagišitšwego,3
tlaišo,3
mothwana,3
gamodiše,3
thobo,3
khathone,3
ilelwa,3
tsebagatšwago,3
magatong,3
hirišiwang,3
fihlelelwa,3
iteilwe,3
tswetše,3
bokgonthe,3
lebiša,3
lebišitšwe,3
hlabollwe,3
galampele,3
kwešišego,3
lekalekanya,3
metheokokwana,3
mapogo,3
obamele,3
šušumetšago,3
okametšwe,3
mopremia,3
sedimošwa,3
dikutullo,3
mmitara,3
gasefolo,3
hlomesetšwa,3
legoreng,3
bommammati,3
tlogetšego,3
masomennetee,3
boithaopo,3
tsebagala,3
mpotšago,3
rumolega,3
imolla,3
ruile,3
dipere,3
gommea,3
bolufuno,3
putu,3
sentše,3
mekutwana,3
hlomagane,3
direlwa,3
patrone,3
mekgotheng,3
keragore,3
morale,3
ikepetšego,3
phegelela,3
mabetlela,3
nyaditše,3
dikeletšo,3
kokotwa,3
moraka,3
swanelwe,3
hlohlomipa,3
pusetšo,3
tharollong,3
poo,3
gogagogago,3
kgeigo,3
kgomarela,3
lepharo,3
borotho,3
kgotšofatše,3
mekgweng,3
fefole,3
hlabolotše,3
tirišanommogo,3
kopantšha,3
tšwala,3
kgaoletšwe,3
kgokaganywa,3
bokaakang,3
mohlopi,3
